Comment,dialect,platform,Category,label
"كلهم زنوات",Yemen,FB,Women social,N
"انتي. واحده عديمة الاخلاق. تحبي. تنشري. الرذيله",Yemen,FB,Women social,N
انا يمنية وانا الان في السعودية وحسافر بد كم يوم لليمن وأحب السودان ❤❤❤,Yemen,YT,Women social,Neutral
"و بقية النساء كيف ؟؟",Yemen,FB,Women social,Neutral
"اي بنت تحصله معها ابتزاز من اي سفيه تبلغ اهلها ويبلغو القسم وهم يراقبو ويمسكو ويهينو",Yemen,FB,Women social,Neutral
"المسألة مش في إن البنت تترك التصوير، المسألة في وضع قوانين صارمة بحق المبتزين.",Yemen,FB,Women social,Neutral
"ماهيش اول مرة سبق وحصلت الف مرة يعني ليش ماتتعلمين من الي قبل لاجديد يارفاق",Yemen,FB,Women social,Neutral
"انايبطلين الصور في التلفونات مايفهمينش بعداااا من هذا الجنان الله يهديهن",Yemen,FB,Women social,Neutral
"يااخت توكل انا من رائيي ان انتي تبطلي تكتبي عن اي موضوع سياسي ، سواءً محلي او اقليمي لا شأن لك بهِ بتاتاً ، وابقي في صمت فأنه خيرُاً لكي 
‏هذه نصيحتي !
‏لاني نظرت الى كثير من التعليقات وحللتها والنتيجة سلبية والسبب انهُ لم يعُد لكي قاعدة جمهور ، والاخرين غير متقبلين ل منشوارتك.",Yemen,X,Women social,P
التزمي الصمت اكرم لك,Yemen,X,Women social,P
والله انحنا نفتخر فيكي وانك تمثلي كل اليمنيات بشكلك وحشمتك وعفتك والله❤,Yemen,YT,Women social,P
حبيبتي اسراء بنت بلدي وقريتي ❤,Yemen,YT,Women social,P
الشكل اصيل ،واللهجه يافعيه❤❤❤,Yemen,YT,Women social,P
تبارك  الله أدب وجمال واخلاق أجمل من تمثل اليمن الغالي على قلوبنا يمنيه ونفتخر 🌸,Yemen,YT,Women social,P
بالتوفيق ي اختنا  مبدعه دايمآ. و اصحباتك كلميهن. يا مرحبا فيهن  ب اليمن  فوق العين والراس،،،  وأنا احي حشمتك  و ادبك وأنتي من اليمنيات التي نفتخر فيها ب المهجر تحياتي لك ❤🇾🇪,Yemen,YT,Women social,P
انا فدا بنت بلدي اليمن 🇾🇪فخر وعز وبنت السودان 🇸🇩فخر العرب تحيه لكم من ارض اليمن 🇾🇪,Yemen,YT,Women social,P
ونعم بك دامك مع الوحدة الوطنية والله انك بنت أصول ونعم ببنت يافع,Yemen,YT,Women social,P
حبوووبة يابنت يافع الاصيلة الله يبارك لوالديك اللي ربوك هذي التربية 👏🏼👏🏼👏🏼🫶🏻,Yemen,YT,Women social,P
"عادني الان اعرف انها من بلادي 
اتابع الشورت الفيديو حقها ومفتخرة فيها والان يصادف انها يمنية زاااااااااادني فخر والله💟",Yemen,YT,Women social,P
تحياتي لك بنت بلادنا اليمن نفتخر فيك العنصريه مقيته لا داعي لها حفظ الله يمننا وسودان الحبيب,Yemen,YT,Women social,P
كنت احسبك مو من بلادي اليمن طلعتي يمنيه اوميقاد صدمه والله ❤المهم هلا فيكي اختي معك اختك من اليمن❤❤,Yemen,YT,Women social,P
ربنا يوفقم يا بنتي ، من اليمن نحييك اعتزي بيمنيتك ودينك,Yemen,YT,Women social,P
❤خير من يمثل اليمن ونعم بك ياابنت يافع حمير,Yemen,YT,Women social,P
انتِ سفيرة لبنات اليمن دمت بخير وسعاده دائمه وحي الله اختنا من السودان,Yemen,YT,Women social,P
"هولا مش يمنيات وبعدين مالكم دخل فينا نحنا جمالنا مسترين عليه مش كاشفين الحمدلله على نعمه الاسلام 🧕",Yemen,YT,Women social,P
"صح إحنا محترمات نخاف ربي ❤",Yemen,YT,Women social,P
"قدها بقبرص لا ترجع احنا موافقين ولا نشتي سعرها ريال
القبارصه بيرجعوا لها عقلها",Yemen,FB,Women social,P
"موفقة",Yemen,FB,Women social,P
"اي بنت تتعرض لإبتزاز تكلم اسرتها اول شي",Yemen,FB,Women social,P
لاحول ولاقوة الابالله العلي العظيم حسبنا الله ونعم الوكيل الله يسترنا ويستر أعراضنا من شرق اليمن إلى غربها ومن شمالها إلى جنوبها,Yemen,FB,Women social,P
"يلعن ابو شكلك  يبن الحراااااام العالم كلة حتى الذي في جزيرة ابستين عارف ان ماهم حوثيين وانهم كلهم مواطنين 
‏وانت حملة حملة حوثيين 
‏اشهد لله ان عفاش ربا عيال جحبة",Yemen,X,Political,N
لعنة الله عليكم يا كذابين ليش عدكم تذكرو مليشيات الحوثي وهم مواطنين انتم أهل الفتن والنفاق,Yemen,X,Political,N
هولا هم العفاشيين هكذا كذب ودجل طوال عمارهم,Yemen,X,Political,N
كذاب ابوش لهم حوثيين هولا تمكنوا على أرض من مثل أي ناس,Yemen,X,Political,N
"ارحمو عقول الناس 
عليكم. لعنة الله الناس كلها. عارفه انها. قضيه مالها دخل. ب الحو..ثي",Yemen,X,Political,N
قناه الجمهوريه أنتم آخر من يتكلم عن هذي المواضيع أنتم دعمتهم في البيان القذر الخائن للامانه ولعهد الله وضد مبادئكم,Yemen,X,Political,N
طز فيك وفي دراهمك ياخسيس دماء اولادنا ليست للبيع انتم قتله مجرمين ارقتوا دماء جنوبية طاهرة في صحراء حضرموت قتلتوا خيرة شبتب الجنوب غدرا وعدوانا ستظل دماءهم تلعنكم وتلاحقكم الى يوم الدين واعدتوا للجنوب الدواعش والاخوان والحوثة يعيثون فسادا وينهبون ويقتلون الناس في حضرموت,Yemen,X,Political,N
مثلك وأشكالك الي يكذبون مرتزقه الايهمك وطن اومواطن يهمك الدرهم خسيس,Yemen,X,Political,N
"صرنا ملطشه لها الدرجه  من هب ودب  تطاول ع عدن تقتلوا اولادنا  في ارضنا
‏وتشغلوا الكهرباء من نفطنا وتريدوننا نشكركم خسئتم قبحتكم الاله
‏وش دخل اهلك في عدن امك خلفتنا ونستنا",Yemen,X,Political,N
"الحوثيين هم اللي نهبوا اليمن وجوعوا اهلها وشردوهم وعاش
وا الرفاهيه بمال الشعب المضلوم الله لا يسامحهم ولا يسامح من يدعمهم خربو اليمن",Yemen,YT,Political,N
خلي مسيد حقك في الكهف قسم بالله ندخله داخل المران كم النذل عبيد الايران انتم مجوس شيعه كم من نذل بعد البقر والقبور قسم بالله لا ندخل لكم الاوكر دوركم بندخل لكم لاعكر داركم,Yemen,FB,Political,N
نشتي نسمع احمد الصالح هل اقسم على الحفاظ على الوطن ووحدته او قام يتحارف سع عمه عيدروس ,Yemen,FB,Political,N
أكرم الراسني عدروس تحيل في القسم شوف كيف مصيره مخزي اليمين علا نيه المحلف لبس علا نيه الحلف,Yemen,FB,Political,N
 اراقب لغة الشفاه ما جابوا الا استقلاله وسلامة اراضيه اما الوحده مدري هههههه,Yemen,FB,Political,N
"بس ليش أعضاء الإنتقالي مايفعل يده علي المصحف
مافيش ني صادقة معهم اذا",Yemen,FB,Political,N
اهم شي ميكون في تحريف اوتحفض في كلمات اليمين من بعض الوزراء بخصوص اليمين كماعمل عيدروس ومن تعمد هاذا يجب ابعاده مباشرتاو رفضه او التحفض تعتبر خيانه واضحه يدل انه هناك نيه سيئه,Yemen,FB,Political,N
"أقيموا قبلهم الكثير ولكن لم يعملوا بالقسم ولم يصونو حرمةالقسم للاسف",Yemen,FB,Political,N
"هههههههه
فاشله",Yemen,FB,Political,N
"من اشد الدول فقر ومعها أكثر من 40 وزير
حسبناء الله ونعم الوكيل",Yemen,FB,Political,N
والله ثم والله ان شر البليه مايضحك هذه بدايه السقوط ولو كان فيكم حب الوطن والشجاعه كان اليمين الدستوري على تراب الوطن الا قبحكم الله .,Yemen,FB,Political,N
"ياسياده الرئيس بعد القسم حق عيدروس المحسني
خلهم يقسمو بالحرام والطلاق افظل",Yemen,FB,Political,N
"اشغلكم اليمين الدستوري ان كنتو تريدون دوله وحكم ليش ماتحلفون وتتجهون صوب صنعاء
وش مجلسكم في عدن تبون دوله من عدن
أن كنتو ترجعون عدن جنوبيه...",Yemen,FB,Political,N
"ولاسمعنا يمين كذبين قد حلفو اولين حكمه فاسده كامل",Yemen,FB,Political,N
"نشتي تسمعونا صوت احمد الصالح الحداد",Yemen,FB,Political,Neutral
"نريد نسمع من الذي حلف من وسط قلبه ومنه الذي قراء اليمين كأنه يقرأ من مجله ..",Yemen,FB,Political,Neutral
يريد الشعب اليمني أن يسمع اليمين الدستوري لهذه الحكومة حتى يطمئن وخاصة إشراق المقطري بتحلف على الذهب حقها اللي باعته,Yemen,FB,Political,Neutral
"العبرة بالخواتيم
كم وكم حلفوا وأقسموا وخانوا
لكن نسأل الله لهم التوفيق لمافيه صلاح العباد والبلاد",Yemen,FB,Political,Neutral
بالتوفيق لهم متمنيا لهم أن لا يحلفو يمين الغموس,Yemen,FB,Political,Neutral
"الصالح ما حط يده على المصحف
هههههههه",Yemen,FB,Political,Neutral
نتمنى للحكومة التوفيق بكل المهام,Yemen,X,Political,P
اجمل سلام لعدن وللي بنورهم نوروعدن نورة برهاوبحرها وجوها نور الله عليهم في الدنياوالاخرة,Yemen,X,Political,P
